2026-01-29 18:53:57,082 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 18:53:57,507 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:53:57] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 18:53:57,534 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 18:53:57,570 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:53:57] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 18:53:57,591 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdown ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 18:53:57,593 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:53:57] "GET /api/breakdown?id=db4fca1ad62f88e1 HTTP/1.1" 200 -
2026-01-29 18:53:57,733 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:53:57] "GET /api/health HTTP/1.1" 200 -
2026-01-29 18:53:57,743 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 18:53:57,767 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 18:53:57,769 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:53:57] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 18:53:57,978 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:53:57] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 18:53:57,989 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 18:53:58,016 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 18:53:58,460 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:53:58] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 18:53:58,488 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:53:58] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 18:53:58,500 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 18:53:58,556 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:53:58] "GET /api/health HTTP/1.1" 200 -
2026-01-29 18:53:58,567 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 18:53:58,593 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 18:53:58,596 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:53:58] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 18:53:58,903 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:53:58] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 18:53:58,914 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 18:53:58,937 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 18:53:59,417 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:53:59] "GET /api/health HTTP/1.1" 200 -
2026-01-29 18:53:59,446 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:53:59] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 18:53:59,457 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 18:53:59,459 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:53:59] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 18:53:59,463 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:53:59] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 18:53:59,481 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 18:53:59,827 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:53:59] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 18:53:59,840 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 18:53:59,861 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 18:54:00,268 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:54:00] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 18:54:00,286 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:54:00] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 18:54:00,313 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 18:54:00,671 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:54:00] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 18:54:00,699 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 18:54:01,044 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 18:54:01] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:03:20,290 | INFO | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:8010
 * Running on http://192.168.0.129:8010
2026-01-29 19:03:20,291 | INFO | werkzeug | [33mPress CTRL+C to quit[0m
2026-01-29 19:03:22,497 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET / ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:22,499 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:22] "[36mGET / HTTP/1.1[0m" 304 -
2026-01-29 19:03:22,601 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /styles.css ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:22,603 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:22] "[36mGET /styles.css HTTP/1.1[0m" 304 -
2026-01-29 19:03:22,610 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /app.js ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:22,611 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:22] "[36mGET /app.js HTTP/1.1[0m" 304 -
2026-01-29 19:03:22,826 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:22,827 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:22] "GET /api/me HTTP/1.1" 200 -
2026-01-29 19:03:22,839 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai/status ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:22,842 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:22,843 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:22] "GET /api/ai/status HTTP/1.1" 200 -
2026-01-29 19:03:22,844 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:22] "GET /api/me HTTP/1.1" 200 -
2026-01-29 19:03:22,859 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:22,860 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:22,860 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:22,862 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:22] "GET /api/me HTTP/1.1" 200 -
2026-01-29 19:03:22,863 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:22] "GET /api/me HTTP/1.1" 200 -
2026-01-29 19:03:22,864 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:22] "GET /api/me HTTP/1.1" 200 -
2026-01-29 19:03:23,809 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:23,813 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:23] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:03:23,824 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:23,828 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:23] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:03:23,840 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:23,841 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:23,841 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:23,847 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:23] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:03:23,848 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:23] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:03:23,849 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:23] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:03:23,950 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:23,953 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /favicon.ico ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:23,954 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:23] "[36mGET /favicon.ico HTTP/1.1[0m" 304 -
2026-01-29 19:03:23,994 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:23] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 19:03:24,005 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:24,031 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:24,032 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /res/decklogos/kenpo_vocabulary.png ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:24,033 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:24] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 19:03:24,033 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:24] "[36mGET /res/decklogos/kenpo_vocabulary.png HTTP/1.1[0m" 304 -
2026-01-29 19:03:24,050 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:24] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 19:03:24,061 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:24,102 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:24] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 19:03:24,114 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:24,154 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:24] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 19:03:24,166 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:24,203 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:24] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 19:03:24,293 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:24,293 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:24,295 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:24] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 19:03:24,306 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:24,308 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:24] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 19:03:24,319 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:24,319 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:24,321 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:24] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 19:03:24,321 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:24] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 19:03:24,615 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:24] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:03:24,626 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:24,649 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:25,034 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:25] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:03:25,044 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:25,424 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:25] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:03:25,426 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:25] "GET /api/health HTTP/1.1" 200 -
2026-01-29 19:03:25,439 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:25,441 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:25,463 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:25,465 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:25] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 19:03:25,516 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:25,621 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/version ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:25,622 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:25] "GET /api/version HTTP/1.1" 200 -
2026-01-29 19:03:25,889 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:25] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:03:25,899 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:26,003 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:26] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:03:26,036 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:26,330 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:26] "GET /api/health HTTP/1.1" 200 -
2026-01-29 19:03:26,341 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:26,354 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:26] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:03:26,363 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:26,365 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:26] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 19:03:26,496 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:26] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:03:26,507 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:26,535 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:26,539 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:26] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 19:03:26,579 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:27,006 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:27] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:03:27,048 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:27,079 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:27] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 19:03:27,097 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdown ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 19:03:27,098 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:27] "GET /api/breakdown?id=db4fca1ad62f88e1 HTTP/1.1" 200 -
2026-01-29 19:03:27,199 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 19:03:27] "GET /api/health HTTP/1.1" 200 -
