2026-01-29 20:15:02,403 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:02] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 20:15:02,414 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:02,420 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdown ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:02,420 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:02] "GET /api/breakdown?id=db4fca1ad62f88e1 HTTP/1.1" 200 -
2026-01-29 20:15:02,764 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:02] "GET /api/cards?status=active&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 20:15:04,820 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/version ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:04,821 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:04] "GET /api/version HTTP/1.1" 200 -
2026-01-29 20:15:05,603 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /admin ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:05,604 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:05] "[36mGET /admin HTTP/1.1[0m" 304 -
2026-01-29 20:15:05,742 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /styles.css ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:05,743 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:05] "[36mGET /styles.css HTTP/1.1[0m" 304 -
2026-01-29 20:15:30,592 | INFO | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:8010
 * Running on http://192.168.0.129:8010
2026-01-29 20:15:30,592 | INFO | werkzeug | [33mPress CTRL+C to quit[0m
2026-01-29 20:15:52,738 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /admin ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:52,739 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:52] "[36mGET /admin HTTP/1.1[0m" 304 -
2026-01-29 20:15:52,834 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /styles.css ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:52,835 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:52] "[36mGET /styles.css HTTP/1.1[0m" 304 -
2026-01-29 20:15:53,173 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /favicon.ico ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:53,174 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:53] "[36mGET /favicon.ico HTTP/1.1[0m" 304 -
2026-01-29 20:15:56,133 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET / ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,134 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "[36mGET / HTTP/1.1[0m" 304 -
2026-01-29 20:15:56,249 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /styles.css ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,264 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "[36mGET /styles.css HTTP/1.1[0m" 304 -
2026-01-29 20:15:56,272 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /app.js ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,273 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "[36mGET /app.js HTTP/1.1[0m" 304 -
2026-01-29 20:15:56,346 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,347 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:15:56,350 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai/status ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,352 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "GET /api/ai/status HTTP/1.1" 200 -
2026-01-29 20:15:56,359 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,360 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:15:56,371 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,373 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:15:56,384 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,384 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,386 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:15:56,386 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:15:56,574 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,579 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 20:15:56,592 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,596 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 20:15:56,608 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,612 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 20:15:56,626 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,631 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 20:15:56,634 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,638 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,638 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 20:15:56,666 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 20:15:56,692 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,736 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 20:15:56,746 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,790 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 20:15:56,805 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,849 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 20:15:56,866 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,907 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 20:15:56,992 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /res/decklogos/kenpo_vocabulary.png ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,993 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:56,994 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "[36mGET /res/decklogos/kenpo_vocabulary.png HTTP/1.1[0m" 304 -
2026-01-29 20:15:56,996 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:56] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 20:15:57,009 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:57,009 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:57] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 20:15:57,023 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:57,024 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:57,025 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:57] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 20:15:57,037 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:57,039 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:57] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 20:15:57,051 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:57,052 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:57] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 20:15:57,361 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:57] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 20:15:57,373 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:57,388 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:57,808 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:57] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 20:15:57,817 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:58,384 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:58] "GET /api/health HTTP/1.1" 200 -
2026-01-29 20:15:58,397 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:58,398 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:58] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 20:15:58,412 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:58,930 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:58] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 20:15:58,942 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:15:59,390 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:59] "GET /api/health HTTP/1.1" 200 -
2026-01-29 20:15:59,392 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:15:59] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 20:16:00,701 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /admin ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:16:00,702 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:16:00] "[36mGET /admin HTTP/1.1[0m" 304 -
2026-01-29 20:16:00,749 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /styles.css ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:16:00,750 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:16:00] "[36mGET /styles.css HTTP/1.1[0m" 304 -
2026-01-29 20:16:01,037 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /favicon.ico ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:16:01,038 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:16:01] "[36mGET /favicon.ico HTTP/1.1[0m" 304 -
2026-01-29 20:16:36,588 | INFO | kenpo | [REQ] ip=127.0.0.1 user=- GET /api/whoami ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:16:36,589 | INFO | werkzeug | 127.0.0.1 - - [29/Jan/2026 20:16:36] "GET /api/whoami HTTP/1.1" 200 -
2026-01-29 20:16:37,910 | INFO | kenpo | [REQ] ip=127.0.0.1 user=- GET /favicon.ico ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:16:37,912 | INFO | werkzeug | 127.0.0.1 - - [29/Jan/2026 20:16:37] "GET /favicon.ico HTTP/1.1" 200 -
2026-01-29 20:16:52,620 | INFO | kenpo | [REQ] ip=127.0.0.1 user=- GET /api/admin/stats ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:16:52,621 | INFO | werkzeug | 127.0.0.1 - - [29/Jan/2026 20:16:52] "[31m[1mGET /api/admin/stats HTTP/1.1[0m" 401 -
2026-01-29 20:30:31,244 | INFO | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:8010
 * Running on http://192.168.0.129:8010
2026-01-29 20:30:31,244 | INFO | werkzeug | [33mPress CTRL+C to quit[0m
2026-01-29 22:35:32,922 | INFO | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:8010
 * Running on http://192.168.0.129:8010
2026-01-29 22:35:32,922 | INFO | werkzeug | [33mPress CTRL+C to quit[0m
2026-01-29 22:36:28,943 | INFO | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:8010
 * Running on http://192.168.0.129:8010
2026-01-29 22:36:28,944 | INFO | werkzeug | [33mPress CTRL+C to quit[0m
2026-01-29 22:36:33,399 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET / ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:33,422 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:33] "[36mGET / HTTP/1.1[0m" 304 -
2026-01-29 22:36:33,514 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /styles.css ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:33,521 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /app.js ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:33,529 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:33] "[36mGET /styles.css HTTP/1.1[0m" 304 -
2026-01-29 22:36:33,574 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:33] "[36mGET /app.js HTTP/1.1[0m" 304 -
2026-01-29 22:36:33,722 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:33,722 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:33] "GET /api/me HTTP/1.1" 200 -
2026-01-29 22:36:33,725 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/ai/status ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:33,725 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:33] "[31m[1mGET /api/ai/status HTTP/1.1[0m" 401 -
2026-01-29 22:36:33,733 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:33,733 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:33] "GET /api/me HTTP/1.1" 200 -
2026-01-29 22:36:33,745 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:33,746 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:33] "GET /api/me HTTP/1.1" 200 -
2026-01-29 22:36:33,747 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:33,747 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:33] "GET /api/me HTTP/1.1" 200 -
2026-01-29 22:36:33,749 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:33,750 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:33] "GET /api/me HTTP/1.1" 200 -
2026-01-29 22:36:33,841 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:33,842 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:33] "GET /api/me HTTP/1.1" 200 -
2026-01-29 22:36:34,975 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /favicon.ico ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:34,990 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:34] "[36mGET /favicon.ico HTTP/1.1[0m" 304 -
2026-01-29 22:36:51,703 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- POST /api/login ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:51,792 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:51] "POST /api/login HTTP/1.1" 200 -
2026-01-29 22:36:51,825 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:51,844 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:51] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 22:36:51,864 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 22:36:51,908 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 22:36:51] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 22:36:51,941 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
